name,photo_light,light_type,lighting,background_type,image_sharpness,background_sharpness,view,object_view,multiplicity,object_shot,light_source,environment_busyness,environment,water,sky,object_background,stands_on,structures,natural_environment,,location,time,weather,object_property_1,object_property_2,object_property_3,object_property_4,object_property_5,activity,action,age,age_of_living,airplane_type,bicycle_type,bird_type,boat_type,bottle_type,bus_type,car_type,chair_type,motorbike_type,plant_type,train_type,monitor_type,human_emotion
2010_024165,normal,natural,uniform,natural,sharp,fuzzy,close,front,single,partial,diffuse,busy,,no,none,different,natural,,,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,standing,leisure,,old,,,,,,,,,,,,,
2010_024208,normal,natural,uniform,natural,sharp,sharp,far,side,single,partial,diffuse,vacant,,yes,blue,different,water,,,neutral,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,small,,,,,,,,,
2010_024219,normal,artificial,shadows,artificial,sharp,sharp,close,side,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,has_wheels,hard,smooth,,multi_color,parked,,new,,,,,,,,,,travel,,,,
2010_024226,normal,natural,uniform,natural,sharp,sharp,close,side,multiple,partial,diffuse,vacant,grass,no,none,different,natural,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2010_024314,normal,natural,uniform,artificial,fuzzy,sharp,far,side,multiple,partial,diffuse,busy,,no,sunny,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,standing,work,,middle,,,,,,,,,,,,,
2010_024337,normal,natural,uniform,artificial,sharp,sharp,far,front,multiple,full,diffuse,vacant,,no,sunny,different,road,,,neutral,outside,day,clear,,hard,smooth,,single_color,driving,,,,,,,,,,sedan,,,,,,
2010_024348,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,partial,diffuse,vacant,,no,gray,different,,,,neutral,outside,day,clear,,hard,smooth,,single_color,standing,,old,,,,,,,tour,,,,,,,
2010_024472,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,partial,diffuse,busy,,no,gray,different,,,,neutral,outside,day,clear,,hard,smooth,,single_color,standing,,,,,,,,,,sedan,,,,,,
2010_024479,normal,artificial,shadows,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,,computer,
2010_024559,normal,natural,uniform,artificial,sharp,sharp,close,top,single,partial,diffuse,vacant,,no,none,different,road,,,neutral,outside,day,clear,,soft,smooth,,single_color,,leisure,,,,,,,,,,,,,,,
2010_024628,normal,natural,shadows,natural,sharp,sharp,middle,front,multiple,full,diffuse,busy,grass,no,cloudy,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,multi_color,standing,,,,,,,,,,,,,,,,
2010_024697,normal,natural,shadows,artificial,sharp,fuzzy,close,side,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,driving,sport,,,,,,,,,,,,,,,
2010_024757,normal,artificial,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,,single_color,standing,,,,,,,,,,,,,,,,
2010_024763,normal,artificial,uniform,artificial,sharp,sharp,middle,side,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_024783,normal,artificial,shadows,artificial,sharp,sharp,middle,side,multiple,partial,point,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,,multi_color,standing,,historical,,,,,,,,,armchair,,,,,
2010_024789,normal,natural,shadows,natural,sharp,sharp,far,side,multiple,full,diffuse,vacant,grass,no,none,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,eating,,,,,,,,,,,,,,,,
2010_024815,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,point,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,,multi_color,standing,,,,,,,,,,,,,,,,
2010_024825,normal,artificial,uniform,artificial,sharp,sharp,close,back,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,soft,smooth,,multi_color,standing,,historical,,,,,,,,,table,,,,,
2010_024828,normal,natural,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,outside,,,,hard,smooth,,multi_color,standing,,,,,,,,soda,,,,,,,,
2010_024857,normal,artificial,uniform,artificial,sharp,sharp,middle,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer,
2010_024951,normal,artificial,shadows,artificial,sharp,sharp,middle,side,single,partial,diffuse,busy,,no,none,different,train_tracks,,,neutral,inside,,,,soft,smooth,,multi_color,standing,work,,,,,,,,,,,,,,,
2010_024994,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,has_wings,soft,smooth,has_feathers,multi_color,sitting,,,,,,pet,,,,,,,,,,
2010_025013,normal,natural,shadows,artificial,sharp,sharp,far,top,multiple,partial,diffuse,busy,,no,none,different,road,,,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,sitting,,,,,,,,,,,,,,,,
2010_025021,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,,,,,,,,,,armchair,,,,,
2010_025063,normal,natural,shadows,artificial,sharp,sharp,far,front,multiple,partial,diffuse,busy,,no,sunny,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,city,,,,,,,
2010_025118,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,full,diffuse,vacant,,no,cloudy,different,road,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_hair,multi_color,standing,,,middle,,,,,,,,,,,,,
2010_025160,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,full,diffuse,vacant,buildings,no,gray,different,road,rural,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,chopper,,,,
2010_025166,normal,natural,uniform,artificial,sharp,sharp,far,front,multiple,partial,diffuse,vacant,buildings,yes,none,different,,rural,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,standing,,,,,,,,,,,,,,,,
2010_025180,normal,natural,shadows,artificial,sharp,sharp,far,front,single,full,diffuse,vacant,,no,none,different,,,,neutral,inside,day,,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,,tv,
2010_025187,normal,natural,uniform,artificial,sharp,sharp,close,front,multiple,full,diffuse,busy,,no,none,different,natural,,,neutral,outside,day,clear,,soft,fuzzy,,multi_color,standing,,,,,,,,,,,,,decorative,,,
2010_025245,normal,natural,uniform,natural,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,sunny,different,road,,forest,cold,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,standing,,,old,,,,,,,,,,,,,
2010_025252,normal,natural,uniform,natural,sharp,sharp,middle,side,multiple,partial,diffuse,busy,grass,yes,gray,different,water,single_building,,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,single_color,standing,,,middle,,,,,,,,,,,,,happy
2010_025284,normal,natural,uniform,artificial,sharp,sharp,far,front,single,partial,diffuse,busy,buildings,no,gray,different,road,urban,,cold,outside,day,clear,has_wheels,hard,smooth,,single_color,driving,,contemporary,,,,,,,,family,,,,,,
2010_025305,normal,artificial,shadows,artificial,sharp,sharp,far,front,single,partial,diffuse,vacant,,no,none,similar,,,,neutral,inside,,,,hard,fuzzy,,multi_color,standing,,,,,,,,,,,,,decorative,,,
2010_025344,normal,artificial,uniform,artificial,sharp,sharp,close,top,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,,,,,,,,,,,,,,,,
2010_025428,normal,natural,shadows,natural,sharp,sharp,close,side,multiple,partial,diffuse,busy,grass,no,sunny,different,natural,,fields,hot,outside,day,clear,has_wings,soft,fuzzy,has_feathers,multi_color,walking,,,,,,wild,,,,,,,,,,
2010_025501,normal,natural,shadows,artificial,sharp,sharp,middle,side,multiple,full,diffuse,vacant,,no,none,similar,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,sports,,,,
2010_025582,normal,natural,shadows,artificial,sharp,sharp,close,top,single,full,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,laying,,,child,,,,,,,,,,,,,neutral
2010_025606,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,fuzzy,has_hair,multi_color,laying,,,middle,,,,,,,,,,,,,neutral
2010_025626,normal,natural,shadows,natural,sharp,sharp,middle,side,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,has_hair,multi_color,sitting,,,middle,,,,,,,,,,,,,neutral
2010_025705,underexposed,natural,shadows,natural,fuzzy,sharp,far,front,multiple,partial,diffuse,busy,buildings,yes,cloudy,different,water,urban,,neutral,outside,day,clear,has_floats,hard,smooth,,single_color,anchored,,contemporary,,,,,cruise,,,,,,,,,
2010_025709,normal,artificial,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,none,similar,,,,neutral,inside,,,has_legs,hard,fuzzy,has_hair,multi_color,sitting,,,young,,,,,,,,,,,,,
2010_025788,underexposed,natural,shadows,natural,sharp,sharp,middle,side,multiple,partial,diffuse,vacant,bushes,no,sunny,different,natural,,forest,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2010_025860,normal,natural,shadows,artificial,sharp,sharp,far,side,single,partial,diffuse,busy,buildings,no,none,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,old,,,city,,,,,,,,,,,
2010_025871,normal,natural,shadows,natural,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,standing,,,middle,,,,,,,,,,,,,happy
2010_025922,normal,natural,uniform,natural,sharp,sharp,far,side,multiple,partial,diffuse,busy,trees,no,cloudy,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2010_025991,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,laying,,,middle,,,,,,,,,,,,,happy
2010_026026,normal,natural,uniform,natural,sharp,sharp,far,side,single,full,diffuse,vacant,grass,no,none,different,,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,eating,,,,,,,,,,,,,,,,
2010_026070,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,busy,,no,none,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,old,,,,,,,,,,,
2010_030083,normal,natural,uniform,natural,sharp,sharp,very_far,side,multiple,partial,diffuse,busy,grass,no,cloudy,different,road,,fields,neutral,outside,day,clear,,,,,multi_color,standing,,,,,,,,,,,,,,,,
2010_030084,normal,natural,shadows,natural,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,yes,none,different,water,,,neutral,outside,day,clear,,soft,fuzzy,has_hair,multi_color,sitting,sport,,young,,,,,,,,,,,,,fearful
2010_030087,normal,artificial,uniform,artificial,sharp,sharp,far,back,multiple,partial,diffuse,busy,,no,none,similar,,,,neutral,inside,,,,soft,smooth,has_hair,multi_color,standing,,,middle,,,,,,,,,,,,,
2010_030174,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,soft,smooth,has_hair,multi_color,standing,leisure,,young,,,,,,,,,,,,,
2010_030238,normal,natural,uniform,natural,sharp,sharp,close,side,multiple,partial,diffuse,vacant,buildings,no,blue,different,road,,,neutral,outside,day,clear,,hard,smooth,,multi_color,parked,,contemporary,,personal,,,,,,,,,,,,
2010_030256,normal,natural,shadows,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,has_hair,multi_color,sitting,work,,young,,,,,,,,,,,,,sad
2010_030284,normal,artificial,uniform,artificial,sharp,sharp,far,front,single,full,point,vacant,,no,none,different,,,,neutral,inside,,,,soft,sharp,,single_color,standing,,,,,,,,,,,,,decorative,,,
2010_030309,normal,natural,shadows,natural,sharp,sharp,middle,side,multiple,full,diffuse,vacant,grass,no,none,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,eating,,,young,,,,,,,,,,,,,
2010_030372,normal,natural,shadows,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,trees,no,blue,different,road,,,neutral,outside,day,clear,,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,jeep,,,,,,
2010_030530,normal,natural,shadows,artificial,sharp,sharp,detail,back,single,partial,diffuse,vacant,trees,no,gray,different,,rural,,cold,inside,day,rain_snow,,soft,fuzzy,has_hair,multi_color,standing,,,child,,,,,,,,,,,,,
2010_030559,normal,natural,uniform,natural,sharp,sharp,close,top,single,partial,diffuse,busy,trees,yes,sunny,different,water,,forest,hot,outside,day,clear,,hard,smooth,,single_color,sailing,,contemporary,,,,,,,,,,,,,,
2010_030573,normal,natural,uniform,natural,sharp,sharp,far,side,multiple,full,diffuse,vacant,,no,blue,different,road,urban,,cold,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,walking,,,middle,,,,,,,,,,,,,
2010_030639,normal,artificial,shadows,artificial,sharp,sharp,close,top,single,partial,point,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,armchair,,,,,
2010_030679,normal,natural,uniform,natural,fuzzy,sharp,far,side,single,partial,diffuse,vacant,,yes,blue,different,water,,,neutral,outside,day,clear,,hard,smooth,,multi_color,sailing,,,,,,,small,,,,,,,,,
2010_030682,normal,natural,uniform,artificial,sharp,sharp,far,side,single,partial,diffuse,busy,buildings,no,none,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,single_color,standing,,contemporary,,,,,,,,sedan,,,,,,
2010_030683,normal,artificial,uniform,natural,sharp,sharp,detail,side,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,has_fur,multi_color,laying,,,,,,,,,,,,,,,,
2010_030738,normal,artificial,uniform,artificial,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,flat,
2010_031024,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,full,diffuse,vacant,,no,sunny,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,standing,work,,middle,,,,,,,,,,,,,
2010_031036,underexposed,natural,shadows,natural,sharp,fuzzy,middle,side,multiple,partial,diffuse,busy,,yes,gray,different,water,,,neutral,outside,evening,fog_dust,,hard,smooth,,multi_color,sailing,,contemporary,,,,,small,,,,,,,,,
2010_031079,overexposed,natural,shadows,natural,sharp,sharp,middle,side,multiple,full,diffuse,vacant,grass,no,none,similar,natural,,wilderness,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,eating,,,,,,,,,,,,,,,,
2010_031149,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,day,clear,,soft,fuzzy,has_fur,multi_color,laying,,,,,,,,,,,,,,,,
2010_031206,normal,natural,uniform,natural,fuzzy,sharp,far,front,single,full,diffuse,vacant,trees,no,none,different,natural,,,neutral,outside,day,clear,has_wheels,hard,smooth,,single_color,driving,,contemporary,,,city,,,,,,,,,,,
2010_031367,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,sitting,,,young,,,,,,,,,,,,,sad
2010_031376,normal,natural,shadows,natural,sharp,fuzzy,close,front,multiple,partial,diffuse,vacant,,no,blue,different,natural,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,spotted,laying,,contemporary,child,,,,,,,sedan,,,,,,
2010_031557,normal,natural,shadows,natural,sharp,sharp,middle,front,multiple,full,diffuse,vacant,grass,no,none,different,natural,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,,,,,,,,,,,,,,
2010_031577,normal,natural,uniform,natural,sharp,sharp,close,front,multiple,partial,diffuse,busy,grass,no,none,different,natural,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,,,,,,,,,,,,,,,,,
2010_031579,normal,natural,shadows,artificial,sharp,sharp,close,front,multiple,partial,diffuse,busy,buildings,no,none,different,,,,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,sitting,,,young,,,,,,,,,,,,,happy
2010_031646,normal,natural,shadows,artificial,sharp,sharp,middle,front,multiple,full,diffuse,vacant,buildings,no,none,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,driving,,contemporary,,,,,,,city,,,,,,,
2010_031699,normal,natural,shadows,artificial,sharp,sharp,middle,front,multiple,full,diffuse,busy,,no,none,different,,,,neutral,inside,day,,,soft,smooth,,single_color,standing,,,,,,,,,,,,,decorative,,,
2010_031734,normal,natural,uniform,artificial,sharp,sharp,close,back,multiple,partial,diffuse,vacant,buildings,no,blue,different,road,rural,,hot,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,walking,leisure,,middle,,,,,,,,,,,,,neutral
2010_031767,normal,natural,shadows,artificial,sharp,sharp,close,front,multiple,partial,diffuse,vacant,buildings,no,sunny,different,road,,,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,neutral
2010_031768,normal,natural,uniform,natural,sharp,sharp,far,front,single,partial,diffuse,vacant,,yes,blue,different,water,,beach,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,standing,leisure,,young,,,,,,,,,,,,,neutral
2010_031773,normal,natural,uniform,artificial,sharp,sharp,far,top,multiple,full,diffuse,busy,,no,none,different,,,,neutral,outside,day,clear,,soft,sharp,,single_color,standing,,,,,,,,,,,,,decorative,,,
2010_031851,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,full,diffuse,busy,,no,none,different,,,,neutral,inside,day,clear,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_031966,underexposed,natural,uniform,natural,fuzzy,fuzzy,far,front,multiple,full,diffuse,vacant,grass,no,gray,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,walking,,,middle,,,,,,,,,,,,,
2010_032017,normal,natural,shadows,natural,sharp,sharp,close,front,single,full,point,vacant,grass,no,none,different,natural,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,standing,leisure,,child,,,,,,,,,,,,,neutral
2010_032137,normal,natural,uniform,artificial,sharp,sharp,detail,front,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,soft,smooth,has_hair,multi_color,sitting,,,young,,,,,,,,,,,,,neutral
2010_032161,normal,natural,uniform,natural,sharp,sharp,close,front,multiple,partial,diffuse,busy,,no,none,different,natural,,forest,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,standing,leisure,,young,,,,,,,,,,,,,neutral
2010_032200,normal,natural,shadows,artificial,sharp,sharp,very_far,back,multiple,full,diffuse,vacant,,no,blue,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,jeep,,,,,,
2010_032232,normal,natural,uniform,natural,sharp,sharp,close,back,multiple,full,diffuse,vacant,grass,no,none,different,natural,,fields,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,walking,,,,,,,,,,,,,,,,
2010_032336,normal,artificial,shadows,artificial,fuzzy,fuzzy,middle,side,multiple,partial,point,vacant,,no,none,different,,,,neutral,inside,,,has_legs,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_032546,normal,natural,uniform,artificial,sharp,sharp,far,side,single,full,diffuse,vacant,buildings,yes,gray,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,old,,,,,,,,sedan,,,,,,
2010_032693,normal,artificial,uniform,artificial,sharp,sharp,middle,side,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,sports,,,,,,,,,,,
2010_032763,underexposed,natural,uniform,natural,sharp,sharp,middle,front,multiple,partial,diffuse,vacant,,no,none,similar,,,,neutral,outside,night,clear,has_legs,soft,smooth,has_hair,multi_color,standing,,,child,,,,,,,,,,,,,
2010_032868,normal,natural,shadows,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,trees,no,sunny,different,road,,,neutral,outside,day,clear,,hard,smooth,,single_color,parked,,contemporary,,,,,,,tour,,,,,,,
2010_032902,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,
2010_032921,normal,artificial,shadows,artificial,sharp,sharp,close,back,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_032929,normal,natural,shadows,natural,sharp,sharp,far,side,multiple,partial,diffuse,busy,,no,sunny,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,jeep,,,,,,
2010_032988,normal,natural,shadows,natural,sharp,sharp,middle,side,multiple,partial,diffuse,busy,,yes,cloudy,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,family,,,,,,
2010_033127,normal,natural,shadows,artificial,sharp,sharp,far,side,multiple,full,diffuse,busy,,no,cloudy,similar,road,,,neutral,outside,day,clear,has_wings,hard,smooth,,multi_color,standing,,contemporary,,personal,,,,,,,,,,,,
2010_033239,overexposed,natural,shadows,natural,sharp,sharp,middle,side,multiple,partial,diffuse,vacant,grass,no,blue,different,natural,,,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,multi_color,standing,,,,,,,,,,,,,,,,
2010_033293,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,side,multiple,partial,diffuse,busy,buildings,no,gray,similar,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,city,,,,,,,,,,,
2010_033302,normal,natural,shadows,artificial,sharp,sharp,close,front,multiple,full,diffuse,vacant,,no,none,different,,,,neutral,inside,day,,,soft,sharp,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2010_033325,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,diffuse,vacant,,no,blue,different,,,,neutral,inside,,,,soft,fuzzy,has_hair,multi_color,sitting,,,child,,,,,,,,,,,,,neutral
2010_033381,underexposed,natural,uniform,artificial,sharp,fuzzy,close,side,multiple,partial,diffuse,vacant,buildings,no,none,similar,,,,neutral,inside,day,clear,,soft,smooth,has_hair,multi_color,sitting,,,middle,,,,,,,,,,,,,neutral
2010_033409,underexposed,artificial,uniform,artificial,sharp,sharp,far,side,multiple,full,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,standing,,,,,,,,,,,,,,,,
2010_033446,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,back,multiple,partial,diffuse,busy,buildings,no,gray,different,road,rural,,neutral,outside,day,clear,,hard,smooth,,multi_color,parked,,,,,,,,,,sedan,,,,,,
2010_033531,normal,artificial,uniform,artificial,sharp,sharp,middle,back,multiple,partial,point,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_033597,normal,artificial,uniform,artificial,sharp,sharp,middle,front,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,standing,,,,,,,,,,,,,,,,
2010_033708,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,,no,cloudy,different,train_tracks,urban,,neutral,outside,day,clear,,hard,smooth,,single_color,standing,,,,,,,,,,,,,,transport,,
2010_033746,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,front,single,partial,diffuse,busy,,no,gray,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,sitting,leisure,,,,,,,,,,,,,,,
2010_033781,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,full,diffuse,vacant,,yes,none,similar,water,,,neutral,inside,night,,,soft,fuzzy,,multi_color,standing,,,,,,,,,,,,,decorative,,,
2010_033971,underexposed,natural,uniform,artificial,sharp,fuzzy,close,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2010_034041,normal,natural,shadows,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,,yes,none,different,water,,,neutral,outside,day,clear,has_floats,hard,smooth,,multi_color,anchored,,contemporary,,,,,cruise,,,,,,,,,
2010_034219,normal,artificial,uniform,artificial,sharp,sharp,middle,side,multiple,partial,diffuse,busy,,no,none,similar,,,,neutral,inside,,,has_wheels,hard,smooth,,multi_color,parked,,new,,,,,,,,,,travel,,,,
2010_034226,normal,natural,uniform,natural,sharp,sharp,middle,side,multiple,partial,diffuse,vacant,grass,no,none,different,natural,,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2010_034314,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,full,diffuse,vacant,,no,sunny,different,,,,neutral,outside,day,clear,has_wings,hard,smooth,,multi_color,parked,,old,,military,,,,,,,,,,,,
2010_034337,normal,natural,uniform,artificial,sharp,sharp,middle,back,single,partial,diffuse,busy,,no,sunny,different,road,,,neutral,outside,day,clear,,hard,smooth,,single_color,driving,,,,,city,,,,,,,,,,,
2010_034348,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,partial,diffuse,vacant,,no,gray,different,,,,neutral,outside,day,clear,,hard,smooth,,single_color,standing,,old,,,,,,,tour,,,,,,,
2010_034472,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,partial,diffuse,busy,,no,gray,different,,,,neutral,outside,day,clear,,soft,fuzzy,has_hair,multi_color,driving,,,middle,,,,,,,sedan,,,,,,neutral
2010_034479,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,,,,,,,,,,,,,,
2010_034697,normal,natural,shadows,artificial,fuzzy,fuzzy,middle,side,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,standing,,,young,,,,,,,,,,,,,neutral
2010_034763,normal,artificial,uniform,artificial,sharp,sharp,detail,bottom,multiple,partial,point,vacant,,no,none,different,,,,neutral,inside,,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,,
2010_034783,normal,artificial,shadows,artificial,sharp,sharp,middle,front,multiple,full,point,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,,multi_color,standing,,historical,,,,,,,,,armchair,,,,,
